design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/home/mariam/updown_counter_openlane/openlane/mariam_updown_counter,mariam_updown_counter,23_06_21_17_01,flow completed,0h0m59s0ms,0h0m43s0ms,-2.2222222222222223,0.025,-1,1.38,495.21,-1,0,0,0,0,0,0,0,-1,0,-1,-1,870,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672671.0,0.0,0.48,1.88,0.0,0.0,-1,16,28,6,15,0,0,0,17,0,4,2,0,0,3,3,0,6,8,4,166,255,0,421,20042.9728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.0,40.0,25,AREA 0,10,45,1,22.195,56.440,0.4,0.3,sky130_fd_sc_hd,3
